นิวยอร์ก	newˑyɔ̂ɔk
เยื่อเคย	yʉ̂aˑkhəəy
หยัก	yàk
ยัก	yák
ยักษ์	yák
ยักข์	yák
เหยือก	yʉ̀ak
ย้ายถิ่น	yáayˑthìn
ย้ายที่	yáayˑthîi
ย้าย	yáay
ยาย	yaay
ยาวเหยียด	yaawˑyìat
ยาวนาน	yaawˑnaan
ยาวิเศษ	yaaˑwíˑsèet
ยาว	yaaw
ญาติโยม	yâatˑyoom
หยาดเยิ้ม	yàatˑyə́əm
ญาติสายโลหิต	yâatˑsǎayˑlooˑhìt
ญาติผู้ใหญ่	yâatˑphûuˑyày
ญาติพี่น้อง	yâatˑphîiˑnɔ́ɔŋ
หยาดเหงื่อ	yàatˑŋʉ̀a
หยาดน้ำ	yàatˑnáam
ญาติมิตร	yâatˑmít
ยาทาเล็บ	yaaˑthaaˑlép
ยาทา	yaaˑthaa
หยาดฝน	yàatˑfǒn
ญาติดีกัน	yâatˑdiiˑkan
ญาติดี	yâatˑdii
ญาติ	yâat
หยาด	yàat
ยาสูบ	yaaˑsùup
หย่าศึก	yàaˑsʉ̀k
ยาสีฟัน	yaaˑsǐiˑfan
ยาเสพติด	yaaˑsèepˑtìt
ยาเสพย์ติด	yaaˑsèepˑtìt
ยาสมุนไพร	yaaˑsaˑmǔnˑphray
ยาระงับประสาท	yaaˑráˑŋápˑpràˑsàat
ยารักษาโรค	yaaˑrákˑsǎaˑrôok
หย่าร้าง	yàaˑráaŋ
หยาบหยาม	yàapˑyǎam
ยาปราบศัตรูพืช	yaaˑpràapˑsàtˑtruuˑphʉ̂ʉt
หยาบโลน	yàapˑloon
หยาบกระด้าง	yàapˑkràˑdâaŋ
หยาบกร้าน	yàapˑkrâan
หยาบคาย	yàapˑkhaay
ยาพิษ	yaaˑphít
หยาบช้า	yàapˑcháa
ยาปฏิชีวนะ	yaaˑpàˑtìˑchiiˑwáˑná
หญ้าปากคอก	yâaˑpàakˑkhɔ̂ɔk
หยาบ	yàap
ยานพาหนะ	yaanˑphaaˑhàˑná
ยานอนหลับ	yaaˑnɔɔnˑlàp
หย่านม	yàaˑnom
ญาณวิทยา	yaanˑnaˑwítˑthaˑyaa
ญาณศาสตร์	yaanˑnaˑsàat
ยานเกราะ	yaanˑkrɔ̀
ยานคาง	yaanˑkhaaŋ
อย่างยุติธรรม	yàaŋˑyútˑtìˑtham
อย่างย่อ	yàaŋˑyɔ̂ɔ
อย่างยิ่งยวด	yàaŋˑyîŋˑyûat
อย่างยิ่ง	yàaŋˑyîŋ
อย่างใหญ่หลวง	yàaŋˑyàyˑlǔaŋ
อย่างหวุดหวิด	yàaŋˑwùtˑwìt
อย่างตรงไปตรงมา	yàaŋˑtroŋˑpayˑtroŋˑmaa
อย่างต่อเนื่อง	yàaŋˑtɔ̀ɔˑnʉ̂aŋ
อย่างตกใจ	yàaŋˑtòkˑcay
ย่างตีน	yâaŋˑtiin
อย่างถูกต้อง	yàaŋˑthùukˑtɔ̂ŋ
อย่างถ่องแท้	yàaŋˑthɔ̀ŋˑthɛ́ɛ
อย่างแท้จริง	yàaŋˑthɛ́ɛˑciŋ
อย่างถาวร	yàaŋˑthǎaˑwɔɔn
อย่างเต็มที่	yàaŋˑtemˑthîi
อย่างเต็มกำลัง	yàaŋˑtemˑkamˑlaŋ
ยางแตก	yaaŋˑtɛ̀ɛk
อย่างตั้งใจ	yàaŋˑtâŋˑcay
อย่างสูง	yàaŋˑsǔuŋ
อย่างสุดความสามารถ	yàaŋˑsùtˑkhwaamˑsǎaˑmâat
อย่างสวยงาม	yàaŋˑsǔayˑŋaam
อย่างสนใจ	yàaŋˑsǒnˑcay
อย่างสนุกสนาน	yàaŋˑsaˑnùkˑsaˑnǎan
อย่างสนุก	yàaŋˑsaˑnùk
อย่างสนิทสนม	yàaŋˑsaˑnìtˑsaˑnǒm
อย่างสงบ	yàaŋˑsaˑŋòp
อย่างสม่ำเสมอ	yàaŋˑsaˑmàmˑsaˑmə̌ə
อย่างสบายใจ	yàaŋˑsaˑbaayˑcay
อย่างรุนแรง	yàaŋˑrunˑrɛɛŋ
อย่างรวดเร็ว	yàaŋˑrûatˑrew
อย่างรวบรัด	yàaŋˑrûapˑrát
อย่างรีบด่วน	yàaŋˑrîipˑdùan
อย่างเรียบร้อย	yàaŋˑrîapˑrɔ́ɔy
อย่างเร็ว	yàaŋˑrew
อย่างเร่งรีบ	yàaŋˑrêŋˑrîip
อย่างแรงกล้า	yàaŋˑrɛɛŋˑklâa
อย่างแรง	yàaŋˑrɛɛŋ
อย่างไรเล่า	yàaŋˑrayˑlâw
อย่างไรก็ตาม	yàaŋˑrayˑkɔ̂ɔˑtaam
อย่างไรก็ดี	yàaŋˑrayˑkɔ̂ɔˑdii
อย่างไรบ้าง	yàaŋˑrayˑbâaŋ
อย่างไร	yàaŋˑray
อย่างระมัดระวัง	yàaŋˑráˑmátˑráˑwaŋ
อย่างร้ายแรง	yàaŋˑráayˑrɛɛŋ
อย่างราบรื่น	yàaŋˑrâapˑrʉ̂ʉn
อย่างประณีต	yàaŋˑpràˑnîit
อย่างประหลาดใจ	yàaŋˑpràˑlàatˑcay
อย่างปลอดภัย	yàaŋˑplɔ̀ɔtˑphay
อย่างแปลกใจ	yàaŋˑplɛ̀ɛkˑcay
อย่างพิถีพิถัน	yàaŋˑphíˑthǐiˑphíˑthǎn
อย่างเพียงพอ	yàaŋˑphiaŋˑphɔɔ
ยางพารา	yaaŋˑphaaˑraa
อย่างเป็นทางการ	yàaŋˑpenˑthaaŋˑkaan
อย่างเป็นระบบ	yàaŋˑpenˑráˑbòp
อย่างเป็นระเบียบ	yàaŋˑpenˑráˑbìap
อย่างเป็นจริงเป็นจัง	yàaŋˑpenˑciŋˑpenˑcaŋ
อย่างเปิดเผย	yàaŋˑpə̀ətˑphə̌əy
อย่างน้อย	yàaŋˑnɔ́ɔy
อย่างนี้	yàaŋˑníi
อย่างง่ายดาย	yàaŋˑŋâayˑdaay
อย่างแน่นอน	yàaŋˑnɛ̂ɛˑnɔɔn
อย่างไหน	yàaŋˑnǎy
ยางใน	yaaŋˑnay
อย่างนั้น	yàaŋˑnán
อย่างหนัก	yàaŋˑnàk
อย่างเหมาะสม	yàaŋˑmɔ̀ˑsǒm
อย่างมิดชิด	yàaŋˑmítˑchít
อย่างมีระบบ	yàaŋˑmiiˑráˑbòp
อย่างมีประสิทธิภาพ	yàaŋˑmiiˑpràˑsìtˑthíˑphâap
อย่างแม่นยำ	yàaŋˑmɛ̂nˑyam
ยางมะตอย	yaaŋˑmáˑtɔɔy
อย่างมั่นเหมาะ	yàaŋˑmânˑmɔ̀
อย่างมั่นคง	yàaŋˑmânˑkhoŋ
อย่างมั่นใจ	yàaŋˑmânˑcay
อย่างมหาศาล	yàaŋˑmaˑhǎaˑsǎan
อย่างมากมาย	yàaŋˑmâakˑmaay
อย่างมาก	yàaŋˑmâak
อย่างลึกซึ้ง	yàaŋˑlʉ́kˑsʉ́ŋ
อย่างหลีกเลี่ยงไม่ได้	yàaŋˑlìikˑlîaŋˑmâyˑdâay
อย่างลำบาก	yàaŋˑlamˑbàak
อย่างละเอียด	yàaŋˑláˑìat
อย่างกว้างขวาง	yàaŋˑkwâaŋˑkhwǎaŋ
อย่างใกล้ชิด	yàaŋˑklâyˑchít
อย่างครบถ้วน	yàaŋˑkhrópˑthûan
อย่างเคร่งครัด	yàaŋˑkhrêŋˑkhrát
อย่างแข็งขัน	yàaŋˑkhɛ̌ŋˑkhǎn
อย่างเคย	yàaŋˑkhəəy
อย่างกะทันหัน	yàaŋˑkàˑthanˑhǎn
ย่างก้าว	yâaŋˑkâaw
อย่างดี	yàaŋˑdii
อย่างเดียวกัน	yàaŋˑdiawˑkan
อย่างเด็ดขาด	yàaŋˑdètˑkhàat
อย่างเดิม	yàaŋˑdəəm
อย่างใดอย่างหนึ่ง	yàaŋˑdayˑyàaŋˑnʉ̀ŋ
อย่างใด	yàaŋˑday
อย่างโจ่งแจ้ง	yàaŋˑcòoŋˑcɛ̂ɛŋ
อย่างจริงใจ	yàaŋˑciŋˑcay
อย่างจริงจัง	yàaŋˑciŋˑcaŋ
อย่างเช่น	yàaŋˑchên
อย่างชัดแจ้ง	yàaŋˑchátˑcɛ̂ɛŋ
อย่างชัดเจน	yàaŋˑchátˑceen
อย่างจำกัด	yàaŋˑcamˑkàt
อย่างเบามือ	yàaŋˑbawˑmʉʉ
อย่างเอาเป็นเอาตาย	yàaŋˑawˑpenˑawˑtaay
อย่างเอาจริงเอาจัง	yàaŋˑawˑciŋˑawˑcaŋ
อย่างเอาใจใส่	yàaŋˑawˑcayˑsày
อย่างสังเขป	yàaˑŋaˑsǎŋˑkhèep
ย่าง	yâaŋ
อย่าง	yàaŋ
ยาง	yaaŋ
ยานอวกาศ	yaanˑaˑwaˑkàat
ยาน้ำ	yaaˑnám
ย่าน	yâan
ยาน	yaan
ญาณ	yaan
ยามวิกาล	yaamˑwíˑkaan
ยาหม่อง	yaaˑmɔ̀ŋ
หยามน้ำหน้า	yǎamˑnáamˑnâa
หยามหน้า	yǎamˑnâa
ยามค่ำคืน	yaamˑkhâmˑkhʉʉn
ยาเม็ด	yaaˑmét
ยามเช้า	yaamˑcháw
ย่ามใจ	yâamˑcay
ยาม้า	yaaˑmáa
หยาม	yǎam
ย่าม	yâam
ยาม	yaam
ยาลูกกลอน	yaaˑlûukˑklɔɔn
อย่าลืม	yàaˑlʉʉm
ยากเย็น	yâakˑyen
หยากไย่	yàakˑyây
อยากรู้อยากเห็น	yàakˑrúuˑyàakˑhěn
อยากรู้	yàakˑrúu
ยากไร้	yâakˑráy
ยากระตุ้น	yaaˑkràˑtûn
ยากนาน	yâakˑnaan
ยากล่อมประสาท	yaaˑklɔ̀mˑpràˑsàat
ยากลำบาก	yâakˑlamˑbàak
ยากลางบ้าน	yaaˑklaaŋˑbâan
ยากเข็ญ	yâakˑkhěn
ยากแค้น	yâakˑkhɛ́ɛn
ยากิน	yaaˑkin
ยาคุมกำเนิด	yaaˑkhumˑkamˑnə̀ət
ยาคุม	yaaˑkhum
ยาควบคุมพิเศษ	yaaˑkhûapˑkhumˑphíˑsèet
ยาขม	yaaˑkhǒm
ยาเขียว	yaaˑkhǐaw
ยาขยัน	yaaˑkhaˑyǎn
ยาขัดรองเท้า	yaaˑkhàtˑrɔɔŋˑtháaw
หย่าขาด	yàaˑkhàat
ยาฆ่าแมลง	yaaˑkhâaˑmaˑlɛɛŋ
ยาฆ่าเชื้อโรค	yaaˑkhâaˑchʉ́aˑrôok
ยาฆ่าเชื้อ	yaaˑkhâaˑchʉ́a
ยาแก้เศร้า	yaaˑkɛ̂ɛˑsâw
ยาแก้ปวด	yaaˑkɛ̂ɛˑpùat
ยาแก้คัน	yaaˑkɛ̂ɛˑkhan
ยาแก้ไอ	yaaˑkɛ̂ɛˑay
อยากได้	yàakˑdâay
ยากจน	yâakˑcon
ยากจะแก้ไข	yâakˑcàˑkɛ̂ɛˑkhǎy
อยากจะ	yàakˑcà
ยากันยุง	yaaˑkanˑyuŋ
ยากำจัดวัชพืช	yaaˑkamˑcàtˑwátˑchaˑphʉ̂ʉt
ยาก	yâak
อยาก	yàak
ยาแฝด	yaaˑfɛ̀ɛt
ยาดม	yaaˑdom
ยาดับกลิ่น	yaaˑdàpˑklìn
ยาจก	yaaˑcòk
ยาชูกำลัง	yaaˑchuuˑkamˑlaŋ
ยาฉีด	yaaˑchìit
ยาใช้ภายนอก	yaaˑcháyˑphaayˑnɔ̂ɔk
ยาบำรุง	yaaˑbamˑruŋ
ยาบ้า	yaaˑbâa
ยาเบื่อ	yaaˑbʉ̀a
ยาอันตราย	yaaˑanˑtaˑraay
ย่า	yâa
หญ้า	yâa
หย่า	yàa
อย่า	yàa
ยา	yaa
ย่ะ	yâ
เยื่อ	yʉ̂a
เหยื่อ	yʉ̀a
ยื้อ	yʉ́ʉ
หวือหวา	wʉ̌ʉˑwǎa
วู่วาม	wûuˑwaam
หวูด	wùut
วูบวาบ	wûupˑwâap
วูบ	wûup
วู้	wúu
หวุดหวิด	wùtˑwìt
วุฒิสภา	wútˑthíˑsaˑphaa
วุฒิสมาชิก	wútˑthíˑsaˑmaaˑchík
วุฒิภาวะ	wútˑthíˑphaaˑwá
วุฒิบัตร	wútˑthíˑbàt
วุฒิ	wútˑthí
วุฒ	wút
วุ่นอยู่กับ	wûnˑyùuˑkàp
วุ่นวายใจ	wûnˑwaayˑcay
วุ่นวาย	wûnˑwaay
วุ้นเส้น	wúnˑsên
วุ่น	wûn
วุ้น	wún
วัวตัวผู้	wuaˑtuaˑphûu
วัวตัวเมีย	wuaˑtuaˑmia
วัวสันหลังหวะ	wuaˑsǎnˑlǎŋˑwà
วัวนม	wuaˑnom
วัวเนื้อ	wuaˑnʉ́a
วัวควาย	wuaˑkhwaay
วัว	wua
โวยวาย	wooyˑwaay
โว้ย	wóoy
โวย	wooy
โว้เว้	wóoˑwée
วอดวาย	wɔ̂ɔtˑwaay
โหวตเสียง	wòotˑsǐaŋ
วอด	wɔ̂ɔt
หวอด	wɔ̀ɔt
โหวด	wòot
โหวต	wòot
วอลเลย์บอล	wɔɔnˑlêeˑbɔɔn
วอนขอ	wɔɔnˑkhɔ̌ɔ
วอน	wɔɔn
โวลต์	wóon
วอกแวก	wɔ̂ɔkˑwɛ̂ɛk
โหวกเหวก	wòokˑwèek
วอก	wɔ̂ɔk
โวหาร	wooˑhǎan
หวอ	wɔ̌ɔ
วอ	wɔɔ
โหว่	wòo
โว	woo
วนเวียน	wonˑwian
ลวนลาม	wonˑlaam
วงเวียน	woŋˑwian
โหวงเหวง	wǒoŋˑwěeŋ
ว่องไว	wɔ̂ŋˑway
วงศ์วาน	woŋˑwaan
วงศ์ตระกูล	woŋˑtràˑkuun
ด้วงโสน	woŋˑsaˑnǒo
วงสังคม	woŋˑsǎŋˑkhom
วงศ์สกุล	woŋˑsaˑkun
วงศาคณาญาติ	woŋˑsǎaˑkhaˑnaaˑyâat
วงศา	woŋˑsǎa
วงราชการ	woŋˑrâatˑchaˑkaan
วงประชุม	woŋˑpràˑchum
วงพาด	woŋˑphâat
วงนอก	woŋˑnɔ̂ɔk
วงเงิน	woŋˑŋəən
วงงาน	woŋˑŋaan
วงใน	woŋˑnay
วงหน้า	woŋˑnâa
วงล้อม	woŋˑlɔ́ɔm
วงเล็บใหญ่	woŋˑlépˑyày
วงเล็บปีกกา	woŋˑlépˑpìikˑkaa
วงเล็บ	woŋˑlép
วงกว้าง	woŋˑkwâaŋ
วงกบ	woŋˑkòp
วงกลม	woŋˑklom
วงโคจร	woŋˑkhooˑcɔɔn
วงการทูต	woŋˑkaanˑthûut
วงการทหาร	woŋˑkaanˑthaˑhǎan
วงการศิลปะ	woŋˑkaanˑsǐnˑláˑpà
วงการเศรษฐกิจ	woŋˑkaanˑsèetˑthaˑkìt
วงการศาสนา	woŋˑkaanˑsàatˑsaˑnǎa
วงการแพทย์	woŋˑkaanˑphɛ̂ɛt
วงการพนัน	woŋˑkaanˑphaˑnan
วงการเมือง	woŋˑkaanˑmʉaŋ
วงการกฎหมาย	woŋˑkaanˑkòtˑmǎay
วงการบิน	woŋˑkaanˑbin
วงการ	woŋˑkaan
วงดุริยางค์	woŋˑdùˑríˑyaaŋ
วงดนตรี	woŋˑdonˑtrii
วงจรข่าย	woŋˑcɔɔnˑkhàay
วงจรไฟฟ้า	woŋˑcɔɔnˑfayˑfáa
วงจรชีวิต	woŋˑcɔɔnˑchiiˑwít
วงจร	woŋˑcɔɔn
วงจำกัด	woŋˑcamˑkàt
โหวง	wǒoŋ
วง	woŋ
วงศ์	woŋ
ว่อน	wɔ̂n
วน	won
วกวน	wókˑwon
วกเวียน	wókˑwian
วกไปวนมา	wókˑpayˑwonˑmaa
วกกลับ	wókˑklàp
วก	wók
โหว	wǒo
วิโยค	wíˑyôok
หวิวๆ	wǐwˑwǐw
วิวิธ	wíˑwít
วิเวกวังเวง	wíˑwêekˑwaŋˑweeŋ
วิวัฒนาการ	wíˑwátˑthaˑnaaˑkaan
วิวัฒน์	wíˑwát
วิวาท	wíˑwâat
วิวาหมงคล	wíˑwaaˑhaˑmoŋˑkhon
วิวาห์	wíˑwaa
หวิว	wǐw
วิว	wiw
วิทยุติดตามตัว	wítˑthaˑyúˑtìtˑtaamˑtua
วิทยุโทรทัศน์	wítˑthaˑyúˑthooˑraˑthát
วิทยุโทรศัพท์	wítˑthaˑyúˑthooˑraˑsàp
วิทยุโทรภาพ	wítˑthaˑyúˑthooˑraˑphâap
วิทยุโทรเลข	wítˑthaˑyúˑthooˑraˑlêek
วิทยุสื่อสาร	wítˑthaˑyúˑsʉ̀ʉˑsǎan
วิทยุศึกษา	wítˑthaˑyúˑsʉ̀kˑsǎa
วิทยุกระจายเสียง	wítˑtháˑyúˑkràˑcaayˑsǐaŋ
วิทยุ	wítˑthaˑyú
วิทยฐานะ	wítˑtháˑyáˑthǎaˑná
วิทยาธร	wítˑthaˑyaaˑthɔɔn
วิทยาทาน	wítˑthaˑyaaˑthaan
วิทยาศาสตร์ธรรมชาติ	wítˑthaˑyaaˑsàatˑthamˑmaˑchâat
วิทยาศาสตร์ประยุกต์	wítˑtháˑyaaˑsàatˑpràˑyùk
วิทยาศาตรมหาบัณฑิต	wítˑthaˑyaaˑsàatˑmaˑhǎaˑbanˑdìt
วิทยาศาสตรมหาบัณฑิต	wítˑthaˑyaaˑsàatˑmaˑˑhǎaˑbanˑdìt
วิทยาศาตรดุษฎีบัณฑิต	wítˑthaˑyaaˑsàatˑdùtˑsaˑdiiˑbanˑdìt
วิทยาศาสตรดุษฎีบัณฑิต	wítˑthaˑyaaˑsàatˑdùtˑsaˑdiiˑbanˑdìt
วิทยาศาตรบัณฑิต	wítˑthaˑyaaˑsàatˑbanˑdìt
วิทยาศาสตรบัณฑิต	wítˑthaˑyaaˑsàatˑbanˑdìt
วิทยาศาสตร์	wítˑthaˑyaaˑsàat
วิทยาภูมิคุ้มกัน	wítˑthaˑyaaˑphuumˑkhúmˑkan
วิทยานิพนธ์	wítˑthaˑyaaˑníˑphon
วิทยาลัยครู	wítˑthaˑyaaˑlayˑkhruu
วิทยาลัย	wítˑthaˑyaaˑlay
วิทยากร	wítˑthaˑyaaˑkɔɔn
วิทยาคม	wítˑthaˑyaaˑkhom
วิทยาเขต	wítˑthaˑyaaˑkhèet
วิทยาคาร	wítˑthaˑyaaˑkhaan
วิทยาการผลิต	wítˑthaˑyaaˑkaanˑphaˑlìt
วิทยา	wítˑthaˑyaa
วิทวัส	wítˑthaˑwát
วิตถาร	wítˑtaˑthǎan
วิศวกรโยธา	wítˑsaˑwaˑkɔɔnˑyooˑthaa
วิศวกรอุตสาหการ	wítˑsaˑwaˑkɔɔnˑùtˑsǎaˑhaˑkaan
วิศวกรเหมืองแร่	wítˑsaˑwaˑkɔɔnˑmʉ̌aŋˑrɛ̂ɛ
วิศวกรไฟฟ้า	wítˑsaˑwaˑkɔɔnˑfayˑfáa
วิศวกรช่างกล	wítˑsaˑwaˑkɔɔnˑchâŋˑkon
วิศวกร	wítˑsaˑwaˑkɔɔn
วิศวกรรมโยธา	wítˑsaˑwaˑkamˑyooˑthaa
วิศวกรรมอุตสาหการ	wítˑsaˑwaˑkamˑùtˑsǎaˑhaˑkaan
วิศวกรรมศาสตรมหาบัณฑิต	wítˑsaˑwaˑkamˑmaˑsǎatˑmaˑhǎaˑbanˑdìt
วิศวกรรมศาตรมหาบัณฑิต	wítˑsaˑwaˑkamˑmaˑsàatˑmaˑhǎaˑbanˑdìt
วิศวกรรมศาตรดุษฎีบัณฑิต	wítˑsaˑwaˑkamˑmaˑsàatˑdùtˑsaˑdiiˑbanˑdìt
วิศวกรรมศาตรบัณฑิต	wítˑsaˑwaˑkamˑmaˑsàatˑbanˑdìt
วิศวกรรมศาสตรบัณฑิต	wítˑsaˑwaˑkamˑmaˑsàatˑbanˑdìt
วิศวกรรมศาสตร์	wítˑsaˑwaˑkamˑmaˑsàat
วิศวกรรมโลหการ	wítˑsaˑwaˑkamˑlooˑhaˑkaan
วิศวกรรมแหล่งน้ำ	wítˑsaˑwaˑkamˑlɛ̀ŋˑnám
วิศวกรรมเครื่องกล	wítˑsaˑwaˑkamˑkhrʉ̂aŋˑkon
วิศวกรรมเคมี	wítˑsaˑwaˑkamˑkheeˑmii
วิศวกรรมไฟฟ้า	wítˑsaˑwaˑkamˑfayˑfáa
วิศวกรรม	wítˑsaˑwaˑkam
วิศรุต	wítˑsaˑrút
วิษณุเวท	wítˑsaˑnúˑwêet
วิษณุโลก	wítˑsaˑnúˑlôok
วิษณุกรรม	wítˑsaˑnúˑkam
วิสกี้	wítˑsaˑkîi
วิตกกังวล	wíˑtòkˑkaŋˑwon
วิตก	wíˑtòk
วิดน้ำ	wítˑnám
วิทูร	wíˑthuun
วิฑูรย์	wíˑthuun
วิธู	wíˑthuu
วิทู	wíˑthuu
วิทิต	wíˑthít
วิธีวัด	wíˑthiiˑwát
วิธีถ่ายทอด	wíˑthiiˑthàayˑthɔ̂ɔt
วิถีทาง	wíˑthǐiˑthaaŋ
วิถีกระสุน	wíˑthǐiˑkràˑsǔn
วิธีการทางวิทยาศาสตร์	wíˑthiiˑkaanˑthaaŋˑwítˑthaˑyaaˑsàat
วิธีการสื่อสาร	wíˑthiiˑkaanˑsʉ̀ʉˑsǎan
วิธีการ	wíˑthiiˑkaan
วิถีแห่งชีวิต	wíˑthǐiˑhɛ̀ŋˑchiiˑwít
วิธีฝึก	wíˑthiiˑfʉ̀k
วิธีใช้	wíˑthiiˑcháy
วิถีชาวบ้าน	wíˑthǐiˑchaawˑbâan
วิถี	wíˑthǐi
วิธี	wíˑthii
วิเทศสัมพันธ์	wíˑthêetˑsǎmˑphan
วิเทศ	wíˑthêet
วิธาน	wíˑthaan
วิชชุ	wítˑchú
วิชชา	wítˑchaa
วิตามิน	wíˑtaaˑmin
หวิด	wìt
วิธ	wít
วิสิฐ	wíˑsìt
วิเศษ	wíˑsèet
วิเศษณ์	wíˑsèet
วิสัยทัศน์	wíˑsǎyˑthát
วิสัย	wíˑsǎy
วิสัชนา	wíˑsàtˑchaˑnaa
วิสารท	wíˑsàat
วิสาสะ	wíˑsǎaˑsà
วิศาล	wíˑsǎan
วิสาล	wíˑsǎan
วิสามัญ	wíˑsǎaˑman
วิสามานยนาม	wíˑsǎaˑmaanˑyaˑnaam
วิโรจ	wíˑrôot
วิโรธ	wíˑrôot
วิรงรอง	wíˑroŋˑrɔɔŋ
วิริยภาพ	wíˑríˑyaˑphâap
วิริยะ	wíˑríˑyá
วิรัช	wíˑrát
วิบวับ	wípˑwáp
วิปโยค	wípˑpaˑyôok
วิปริต	wípˑpaˑrìt
วิปลาส	wípˑpaˑlâat
วิภูษิต	wíˑphuuˑsìt
วิภูษณะ	wíˑphuuˑsàˑnà
วิภูษา	wíˑphuuˑsǎa
วิภู	wíˑphuu
วิภัตติ	wíˑphát
วิภาษ	wíˑphâat
วิภาส	wíˑphaat
วิพากษ์วิจารณ์	wíˑphâakˑwíˑcaan
วิพากษ์	wíˑphâak
วิภาค	wíˑphaak
วิภา	wíˑphaa
วิปัสสนา	wíˑpàtˑsaˑnaa
วิปักษ์	wíˑpàk
วิญญูภาพ	winˑyuuˑphâap
วิญญู	winˑyuu
วิญญาณ	winˑyaan
วินิจฉัยโรค	wíˑnítˑchǎyˑrôok
วินิจฉัย	wíˑnítˑchǎy
วินิจ	wíˑnít
วินิต	wíˑnít
